,MAQCA,MAQCB
ENSG00000126522,21.4,23.19
ENSG00000126524,19.68,19.45
ENSG00000126545,32.34,29.49
ENSG00000126549,35.07,0
ENSG00000126550,25.12,35.33
ENSG00000126561,19.57,24.41
ENSG00000126562,22.94,30.23
ENSG00000126581,21.21,21.57
ENSG00000126583,28.14,21.85
ENSG00000126602,19.05,20.7
ENSG00000126603,0,23.88
ENSG00000126653,22.62,22.88
ENSG00000126698,19.78,20.56
ENSG00000126705,22.22,21.41
ENSG00000126709,25.3,24.12
ENSG00000126733,29.79,24.25
ENSG00000126746,20.75,21.76
ENSG00000126756,19.37,21.78
ENSG00000126759,27.98,26.24
ENSG00000126767,20.76,20.38
ENSG00000126768,22.84,25.09
ENSG00000126773,20.6,21.41
ENSG00000126775,24.86,24.6
ENSG00000126777,19.07,20.07
ENSG00000126778,31.56,34.68
ENSG00000126785,24.35,24.49
ENSG00000126787,23.29,35.5
ENSG00000126790,21.65,22.14
ENSG00000126803,23.63,20.14
ENSG00000126804,21.4,22.44
ENSG00000126814,21.74,23.06
ENSG00000126821,21.57,0
ENSG00000126822,23.96,22.5
ENSG00000126838,33.67,29.08
ENSG00000126856,28.67,43.83
ENSG00000126858,21.6,21.28
ENSG00000126860,28.92,27.19
ENSG00000126861,31.89,20
ENSG00000126870,21.07,22.21
ENSG00000126878,21.53,20.4
ENSG00000126882,22.41,24.18
ENSG00000126883,20.7,22.57
ENSG00000126890,30.01,31.52
ENSG00000126903,22.02,24.29
ENSG00000126934,19.49,20.25
ENSG00000126945,19.89,20.03
ENSG00000126947,24.4,22.66
ENSG00000126950,27.03,20.96
ENSG00000126952,36.72,36.17
ENSG00000126953,21.36,23.25
ENSG00000126970,22.54,22.8
ENSG00000127022,16.43,17.56
ENSG00000127054,20.36,21.39
ENSG00000127074,31.19,32.52
ENSG00000127080,23.14,23.53
ENSG00000127081,22.87,21.97
ENSG00000127083,29.83,25.35
ENSG00000127084,23.71,26.09
ENSG00000127124,26.04,24.67
ENSG00000127125,20.41,21.92
ENSG00000127129,26.3,31.06
ENSG00000127152,20.43,23.09
ENSG00000127184,16.1,16.99
ENSG00000127191,21.12,22.6
ENSG00000127220,22.22,20.64
ENSG00000127241,23.2,23.08
ENSG00000127249,0,23.34
ENSG00000127252,25.02,24.04
ENSG00000127311,23.29,26.17
ENSG00000127314,23.21,25.14
ENSG00000127318,36.17,29.68
ENSG00000127324,23.07,25.47
ENSG00000127325,27.13,24.92
ENSG00000127328,23.18,21.97
ENSG00000127329,23.57,22.38
ENSG00000127334,21.65,23.21
ENSG00000127337,21.06,22.34
ENSG00000127362,24.57,24.26
ENSG00000127364,23.73,23.66
ENSG00000127366,24.02,24.24
ENSG00000127377,29.52,28
ENSG00000127399,23.44,25.46
ENSG00000127412,31.22,28.17
ENSG00000127415,23.64,22.57
ENSG00000127418,22.39,23.62
ENSG00000127419,24.33,22.95
ENSG00000127423,22.09,25.96
ENSG00000127445,20.09,19.08
ENSG00000127452,21.59,23.64
ENSG00000127463,20.44,21.09
ENSG00000127481,19.27,20
ENSG00000127483,18.57,19.49
ENSG00000127507,24.22,26.51
ENSG00000127511,20.55,20.57
ENSG00000127515,42.98,34.16
ENSG00000127526,20.19,21.6
ENSG00000127527,22.14,21.05
ENSG00000127528,22.76,22.06
ENSG00000127529,38.43,39.81
ENSG00000127530,32.29,30.15
ENSG00000127533,27.72,31.95
ENSG00000127540,18.32,18.89
ENSG00000127554,21.76,22.91
ENSG00000127561,23.09,20.07
ENSG00000127564,22.92,28.85
ENSG00000127578,26.35,26.73
ENSG00000127580,30.29,29.78
ENSG00000127585,24.24,19.15
ENSG00000127586,21.11,24.45
ENSG00000127588,28.2,21.18
ENSG00000127603,19.68,18.72
ENSG00000127616,19.22,20.45
ENSG00000127663,20.97,21.51
ENSG00000127666,23.23,24.88
ENSG00000261609,26.16,25.59
ENSG00000127720,23.48,20.86
ENSG00000127743,26.93,27.79
ENSG00000127780,0,29.1
ENSG00000127804,21.53,22.54
ENSG00000127824,30.33,30.11
ENSG00000127831,21.61,33.12
ENSG00000127837,19.91,20.43
ENSG00000127838,22.63,21.51
ENSG00000127863,21.04,25.58
ENSG00000127870,21.67,21.35
ENSG00000127884,20.79,20.29
ENSG00000127903,26.1,23.36
ENSG00000127914,20.44,20.77
ENSG00000127920,18.94,21.85
ENSG00000127922,18.27,20.8
ENSG00000127928,31.04,35.88
ENSG00000127946,23.88,24.14
ENSG00000127947,19.73,20.3
ENSG00000127948,32.5,33.55
ENSG00000127951,31.08,22.33
ENSG00000127952,21.06,22.7
ENSG00000127954,23.56,25.82
ENSG00000127955,22.33,19.99
ENSG00000127980,22.43,22.96
ENSG00000127989,21.56,22.37
ENSG00000127990,21.01,20.93
ENSG00000127993,22.24,21.53
ENSG00000127995,21.36,20.05
ENSG00000128000,23.61,22.73
ENSG00000128011,24.35,23.41
ENSG00000128016,20.62,21.23
ENSG00000128039,24.49,24.61
ENSG00000128040,26.21,28.09
ENSG00000128045,24.17,22.29
ENSG00000128052,26.62,24.77
ENSG00000128059,21.63,23.38
ENSG00000128159,22.91,22.51
ENSG00000128165,26.25,31.91
ENSG00000128185,21.93,21.29
ENSG00000128191,21.21,22.36
ENSG00000128203,24.92,22.45
ENSG00000128218,33.66,32.99
ENSG00000128228,20.21,23.18
ENSG00000128242,26.49,24.44
ENSG00000128245,19.7,17.04
ENSG00000128250,28.56,26.93
ENSG00000128253,29.95,24.11
ENSG00000128254,29.73,26.79
ENSG00000128266,24.16,21.17
ENSG00000128268,23.85,20.46
ENSG00000128272,17.77,18.99
ENSG00000128274,23.3,25.1
ENSG00000128276,30.23,28.65
ENSG00000128283,22.9,23.64
ENSG00000128284,23.73,24.39
ENSG00000128285,26.4,24.52
ENSG00000128294,21.53,22.3
ENSG00000128298,25.57,27.14
ENSG00000128309,20.56,22.27
ENSG00000128310,27.14,27.09
ENSG00000128311,21.11,22.18
ENSG00000128313,35.79,0
ENSG00000128335,0,0
ENSG00000128340,20.44,24.27
ENSG00000128342,23.12,27.58
ENSG00000128346,27.69,28.73
ENSG00000128383,42.97,30.66
ENSG00000128394,25.55,27.89
ENSG00000128408,25.95,28.37
ENSG00000128422,20.41,30.58
ENSG00000128463,20.3,20.29
ENSG00000128487,21.42,20.28
ENSG00000128510,24.58,30.3
ENSG00000128512,22.57,20.29
ENSG00000128513,21.41,22.68
ENSG00000128519,33.25,34.34
ENSG00000128524,26.89,29.53
ENSG00000128534,19.48,21.16
ENSG00000128536,27.32,23.78
ENSG00000128563,22.03,22.59
ENSG00000128564,21.84,20.82
ENSG00000128567,19.49,22.25
ENSG00000128573,25.02,24.27
ENSG00000128578,22.53,22.95
ENSG00000128581,21.38,22.16
ENSG00000128585,20.3,20.44
ENSG00000128590,20.93,20.82
ENSG00000128591,20.53,22.73
ENSG00000128594,23.75,20.89
ENSG00000128595,18.18,21.55
ENSG00000128596,22.02,20.08
ENSG00000128602,21.83,24.44
ENSG00000128604,23.86,25.05
ENSG00000128606,24.91,26.05
ENSG00000128607,23.24,24.33
ENSG00000128609,20.73,19.79
ENSG00000128610,29.87,28.76
ENSG00000128617,31.6,29.03
ENSG00000128626,23.38,25
ENSG00000128641,20.54,23.01
ENSG00000128652,25.96,30.62
ENSG00000128654,20.18,21.27
ENSG00000128655,24.01,29.97
ENSG00000128656,23.2,17.77
ENSG00000128683,24.48,19.98
ENSG00000128694,22.58,23.34
ENSG00000128699,20.01,20.47
ENSG00000128708,19.58,22.05
ENSG00000128709,25.05,35.53
ENSG00000128710,25.93,34.09
ENSG00000128713,27.37,0
ENSG00000128714,25.23,35.17
ENSG00000128731,21.73,21.61
ENSG00000128739,24.84,21.62
ENSG00000128789,19.64,21.06
ENSG00000128791,20.65,23.29
ENSG00000128802,33.33,37.47
ENSG00000128805,22.53,23.13
ENSG00000128815,28.25,25.65
ENSG00000128829,21.85,22.54
ENSG00000128833,22.94,23.14
ENSG00000128849,25.28,24.5
ENSG00000128872,24.72,19.36
ENSG00000128881,22.23,20.21
ENSG00000128886,26.45,26.95
ENSG00000128891,22.24,22.29
ENSG00000128908,21.2,21.84
ENSG00000128915,22.33,23.06
ENSG00000128917,27.89,24.27
ENSG00000128918,21.51,26.66
ENSG00000128923,29.14,28.01
ENSG00000128928,22.22,22.23
ENSG00000128944,20.07,22.44
ENSG00000128951,22.47,24.12
ENSG00000128973,21.16,23.36
ENSG00000128989,18.8,18.81
ENSG00000129003,23.21,21.99
ENSG00000129007,23.32,24.52
ENSG00000129009,27.07,23.26
ENSG00000129028,24.49,23.25
ENSG00000129038,20.15,26.72
ENSG00000129048,31.39,33.65
ENSG00000129055,20.58,21.13
ENSG00000129071,20.32,21.4
ENSG00000129083,18.68,20.26
ENSG00000129084,19.32,21.36
ENSG00000129103,19.61,21.44
ENSG00000129116,21.86,21.96
ENSG00000129128,21.04,22.4
ENSG00000129151,32.58,22.46
ENSG00000129152,35.14,34.99
ENSG00000129158,22.12,20.91
ENSG00000129159,33.67,20.75
ENSG00000129167,28,27.15
ENSG00000129170,36.07,0
ENSG00000129173,23.17,31.8
ENSG00000129187,22.53,24.01
ENSG00000129194,25.94,27.16
ENSG00000129195,21.68,30.55
ENSG00000129197,21.81,22.34
ENSG00000129204,31.03,28.75
ENSG00000129214,27.82,28.1
ENSG00000129219,23.68,24.07
ENSG00000129221,31.11,30.2
ENSG00000129235,27.1,29.09
ENSG00000129244,24.21,18.36
ENSG00000129245,21.32,0
ENSG00000129250,19.86,20.07
ENSG00000129255,21.1,22.26
ENSG00000129270,29.81,26.46
ENSG00000129282,23.58,25.48
ENSG00000129292,21.52,22.82
ENSG00000129295,25.05,23.32
ENSG00000129315,20.77,21.71
ENSG00000129317,21.5,23.3
ENSG00000129347,20.83,22.35
ENSG00000129353,20.6,20.44
ENSG00000129354,24.26,30.16
ENSG00000129355,22.15,20.75
ENSG00000129422,21.12,19.15
ENSG00000129437,33.23,33.15
ENSG00000129450,27.08,26.16
ENSG00000129451,35.1,31.06
ENSG00000129455,28.16,31.89
ENSG00000129460,20.44,21.52
ENSG00000129465,28.01,27.14
ENSG00000129467,30.23,25.81
ENSG00000129472,21.69,21.32
ENSG00000129473,21.14,19.64
ENSG00000129474,21.4,26.54
ENSG00000129480,21.7,22.4
ENSG00000129484,21.29,22.24
ENSG00000129493,21.82,22.84
ENSG00000129514,26.67,33.83
ENSG00000129515,19.26,20.36
ENSG00000129518,20.53,21.17
ENSG00000129521,20.42,21.94
ENSG00000129534,23.01,26.28
ENSG00000129535,29.24,29.47
ENSG00000129538,23.71,19.29
ENSG00000129559,30.33,29.38
ENSG00000129562,18.87,20.4
ENSG00000129566,21.95,23.63
ENSG00000129595,26.01,25.12
ENSG00000129596,25.19,21.35
ENSG00000129636,20.17,19.37
ENSG00000129646,25.55,24.8
ENSG00000129654,28.59,26.29
ENSG00000129657,20.6,19.77
ENSG00000129667,22.27,24.98
ENSG00000129673,32.93,33.09
ENSG00000129675,22.7,21.92
ENSG00000129680,22.37,26.69
ENSG00000129682,23.62,21.06
ENSG00000129691,21.11,21.42
ENSG00000129696,23.28,24.06
ENSG00000129744,35.47,32.4
ENSG00000129749,27.74,29.58
ENSG00000129757,21.35,21.06
ENSG00000129810,23.23,30.76
ENSG00000129824,19.09,20.17
ENSG00000129910,26.73,22.82
ENSG00000129911,34.01,34.95
ENSG00000129925,20.7,22.9
ENSG00000129932,24.28,23.93
ENSG00000129933,21.52,22.22
ENSG00000129946,24.04,22.47
ENSG00000129951,24.46,24.66
ENSG00000129968,42.25,39.61
ENSG00000129988,30.15,34.25
ENSG00000129990,29.1,21.34
ENSG00000129991,25.31,31.27
ENSG00000129993,23.48,23.52
ENSG00000130005,21.89,22.13
ENSG00000130021,21.78,23.39
ENSG00000130023,22.92,23.42
ENSG00000130024,20.08,21.04
ENSG00000130032,28.31,24.04
ENSG00000130035,25.17,26.02
ENSG00000130037,26.99,24.68
ENSG00000130038,23.83,27.02
ENSG00000130045,25.83,28.42
ENSG00000130052,22.56,24.39
ENSG00000130054,25.2,25.03
ENSG00000130055,25.52,25.09
ENSG00000130066,18.41,19.99
ENSG00000130119,22.86,24.34
ENSG00000130147,21.05,23.03
ENSG00000130150,22.62,22.37
ENSG00000130158,22.22,24.44
ENSG00000130159,21.06,21.14
ENSG00000130164,20.04,22.1
ENSG00000130165,20.31,21.37
ENSG00000130167,0,33.84
ENSG00000130173,23.21,28.04
ENSG00000130175,17.91,20.07
ENSG00000130176,24.82,24.95
ENSG00000130177,20.01,21.3
ENSG00000130182,28.76,33.9
ENSG00000130193,22.2,23.29
ENSG00000130201,24.36,30.71
ENSG00000130202,20.01,22.36
ENSG00000130203,18.34,17.74
ENSG00000130204,20.86,22.14
ENSG00000130208,19.22,22.54
ENSG00000130222,25.19,23.27
ENSG00000130224,24.08,22.49
ENSG00000130227,21.27,21.4
ENSG00000130234,29.95,32.01
ENSG00000130244,22.45,22.19
ENSG00000130254,21.34,21.23
ENSG00000130255,14.19,17.76
ENSG00000130270,23.83,29.51
ENSG00000130287,31.23,20.99
ENSG00000130294,23.16,17.25
ENSG00000130299,27.14,28.77
ENSG00000130300,29.64,26.57
ENSG00000130303,18.87,22.1
ENSG00000130304,23.94,22.06
ENSG00000130305,21.58,23.13
ENSG00000130307,28.91,26.29
ENSG00000130309,20.21,22.9
ENSG00000130311,20.64,20.71
ENSG00000130312,20.93,21.93
ENSG00000130313,21.36,23.46
ENSG00000130332,21.08,23.08
ENSG00000130338,22.38,21.21
ENSG00000130340,20.6,21.75
ENSG00000130347,24.46,25.54
ENSG00000130348,21.3,22.62
ENSG00000130349,22.91,22.4
ENSG00000130363,22.52,22.01
ENSG00000130368,28.87,24.11
ENSG00000130377,29.92,28.4
ENSG00000130382,20.74,22.56
ENSG00000130385,37.29,38.17
ENSG00000130396,20.11,20.64
ENSG00000130402,18.07,19.84
ENSG00000130413,24.45,22.6
ENSG00000130414,19.71,19.57
ENSG00000130427,24.44,30.4
ENSG00000130429,19.14,23.08
ENSG00000130433,28.52,29.69
ENSG00000130449,22.33,22.25
ENSG00000130475,23.37,22.6
ENSG00000130477,24.23,19.67
ENSG00000130479,21.68,21.16
ENSG00000130487,28.92,31.84
ENSG00000130489,21.16,21.95
ENSG00000130508,20.34,24.67
ENSG00000130511,20.58,21.31
ENSG00000130513,20.04,27.56
ENSG00000130517,22.11,23.22
ENSG00000130518,24.86,25.39
ENSG00000130520,20.51,22.19
ENSG00000130522,19.61,19.23
ENSG00000130528,24.79,27.01
ENSG00000130529,23.72,25.03
ENSG00000130540,28.65,20.58
ENSG00000130544,23.25,23.49
ENSG00000130545,25.14,28.64
ENSG00000130558,23.05,17.57
ENSG00000130559,21.5,21
ENSG00000130561,33.3,33.26
ENSG00000130584,24.45,23.11
ENSG00000130589,22.35,26.19
ENSG00000130590,22.99,23.51
ENSG00000130592,27.74,32.47
ENSG00000130595,0,28.79
ENSG00000130635,21.03,25.46
ENSG00000130638,19.15,18.54
ENSG00000130640,20.87,21.01
ENSG00000130643,29.28,18.85
ENSG00000130649,25.74,23.18
ENSG00000130653,25.52,23.63
ENSG00000130656,17.09,28.63
ENSG00000130669,20.99,22.78
ENSG00000130675,23.66,30.5
ENSG00000130684,22.32,22.57
ENSG00000130695,20.97,23.09
ENSG00000130699,20.37,22.11
ENSG00000130700,28.26,32.33
ENSG00000130701,26.37,36.35
ENSG00000130702,20.28,21.4
ENSG00000130703,22.06,21.64
ENSG00000130706,19.62,20.94
ENSG00000130707,18.71,21.73
ENSG00000130711,34.24,35.14
ENSG00000130713,21.17,22.69
ENSG00000130714,22.1,22.08
ENSG00000130717,21.37,21.51
ENSG00000130720,25.48,27.96
ENSG00000130723,19.2,19.12
ENSG00000130724,19.55,20.12
ENSG00000130726,18.52,20.36
ENSG00000130733,24.96,25.02
ENSG00000130734,21.85,22.19
ENSG00000130741,17.94,20.03
ENSG00000130748,22.52,21.84
ENSG00000130749,21.68,22.31
ENSG00000130751,25.19,26.09
ENSG00000130755,22.05,25.1
ENSG00000130758,22.84,20.12
ENSG00000130764,20.45,20.04
ENSG00000130766,23.13,24.01
ENSG00000130768,23.91,25.16
ENSG00000130770,17.5,18.41
ENSG00000130772,24.17,25.59
ENSG00000130775,23.45,23.39
ENSG00000130779,20.47,19.57
ENSG00000130783,26.35,25.04
ENSG00000130787,23.32,22.13
ENSG00000130803,21.39,22.4
ENSG00000130811,19.22,21.11
ENSG00000130812,25.92,26.83
ENSG00000130813,21.83,21.44
ENSG00000130816,19.6,21.59
ENSG00000130818,22.18,22.9
ENSG00000130821,22.34,23.45
ENSG00000130822,25.91,26.39
ENSG00000130826,20.3,23.07
ENSG00000130827,25.1,25.8
ENSG00000130829,20.73,26.6
ENSG00000130830,20.77,20.97
ENSG00000130844,22.4,21.65
ENSG00000130856,23.05,23.22
ENSG00000130876,26.77,24.25
ENSG00000130881,23.56,21.58
ENSG00000130921,21.66,22.3
ENSG00000130935,19.87,21.94
ENSG00000130939,20.53,20.32
ENSG00000130940,24.77,27.42
ENSG00000130943,26.82,27.82
ENSG00000130948,28.37,25.43
ENSG00000130956,22.84,20.25
ENSG00000130957,35.67,28.67
ENSG00000130962,22.64,21.38
ENSG00000130985,18.71,19.68
ENSG00000130988,24.27,23.94
ENSG00000130997,28.47,26.04
ENSG00000131013,20.48,20.42
ENSG00000131015,24.51,25.82
ENSG00000131016,20.29,19.13
ENSG00000131018,23.13,19.41
ENSG00000131019,24.37,27.2
ENSG00000131023,21,21.53
ENSG00000131037,24.55,31.25
ENSG00000131042,31.1,26.87
ENSG00000131043,21.18,22.11
ENSG00000131044,29.74,26.8
ENSG00000131050,32.22,36.18
ENSG00000131051,18.29,19.1
ENSG00000131055,29.14,27.07
ENSG00000131059,0,43.19
ENSG00000131061,25.19,25
ENSG00000131067,23.31,22.51
ENSG00000131068,36.18,34.81
ENSG00000131069,21.17,21.97
ENSG00000131080,32.06,33.47
ENSG00000131089,22.63,20.14
ENSG00000131094,23.87,23.9
ENSG00000131095,34.35,15.07
ENSG00000131096,33.63,37.8
ENSG00000131097,34.84,24.03
ENSG00000131100,19.72,18.66
ENSG00000131115,25.12,25.81
ENSG00000131116,21.7,20.93
ENSG00000131126,34.49,30.5
ENSG00000131127,23.83,23.17
ENSG00000131142,31.06,30.94
ENSG00000131143,17.02,17.24
ENSG00000131148,20.48,22.35
ENSG00000131149,19.74,21.64
ENSG00000131153,0,0
ENSG00000131165,20.64,22
ENSG00000131171,21.11,21.08
ENSG00000131174,24.36,22.3
ENSG00000131183,44.3,0
ENSG00000131187,22.35,24.07
ENSG00000131188,35.35,34.1
ENSG00000131196,28.26,29.91
ENSG00000131203,25.55,33.44
ENSG00000131233,26.09,25.29
ENSG00000131238,20.27,21.04
ENSG00000131242,22.46,20.09
ENSG00000131263,20.15,20.27
ENSG00000131264,32.13,0
ENSG00000131269,20.33,21.64
ENSG00000131323,23.72,23.25
ENSG00000131351,22.81,26.32
ENSG00000131355,0,31.57
ENSG00000131368,19.76,20.91
ENSG00000131370,20.76,20.24
ENSG00000131373,21.8,22.09
ENSG00000131374,20.26,20.26
ENSG00000131375,22.22,22.72
ENSG00000131378,21.01,22.02
ENSG00000131379,29.78,29.14
ENSG00000131381,21.27,20.9
ENSG00000131386,26.41,20.81
ENSG00000131389,21.05,22.23
ENSG00000131398,25.46,22.65
ENSG00000131400,26.43,27.36
ENSG00000131408,20.71,21.01
ENSG00000131409,23.87,19.86
ENSG00000131435,21.34,22.49
ENSG00000131437,22.23,20.12
ENSG00000131446,0,0
ENSG00000131459,23.34,22.56
ENSG00000131462,19.39,21.74
ENSG00000131467,20.29,21.54
ENSG00000131469,15.02,17.74
ENSG00000131470,22.45,25.04
ENSG00000131471,25.48,25.91
ENSG00000131473,19.44,21.35
ENSG00000131475,20.27,22.17
ENSG00000131477,28.87,29.05
ENSG00000131480,26.14,26.28
ENSG00000131482,24.27,33.3
ENSG00000131495,19.56,20.17
ENSG00000131503,27.41,25.36
ENSG00000131504,18.93,21.66
ENSG00000131507,22.1,19.12
ENSG00000131508,18.87,19.71
ENSG00000131558,20.4,21.33
ENSG00000131584,23.46,22.26
ENSG00000131591,23.1,24.36
ENSG00000131620,27,0
ENSG00000131626,21.4,22.2
ENSG00000131634,28.6,26.19
ENSG00000131650,23.57,25.99
ENSG00000131652,22.4,25.54
ENSG00000131653,26.95,28.33
ENSG00000131669,20.84,21.9
ENSG00000131686,33.79,31.99
ENSG00000131697,21.84,22.67
ENSG00000131711,24.11,20.15
ENSG00000131724,23.47,26.3
ENSG00000131725,22.42,22.17
ENSG00000131730,24.3,23.85
ENSG00000131732,20.74,22.72
ENSG00000131737,29.01,29.17
ENSG00000131738,34.72,32.48
ENSG00000131746,24.86,36.05
ENSG00000131747,18.19,30.12
ENSG00000131748,21.26,22.01
ENSG00000131759,21.87,23.36
ENSG00000131771,27.65,20.96
ENSG00000131773,22.46,20.13
ENSG00000131778,20.88,22.59
ENSG00000131779,22.37,21.54
ENSG00000131781,21.93,25.12
ENSG00000131788,21.15,22.36
ENSG00000131791,21.91,21.61
ENSG00000131795,18.79,20.02
ENSG00000131808,0,32.34
ENSG00000131828,19.6,20.83
ENSG00000131831,25.43,22.92
ENSG00000131844,20.33,22.53
ENSG00000131845,23.7,23.12
ENSG00000131849,24.27,23.01
ENSG00000131864,39.92,0
ENSG00000131871,24.19,25.54
ENSG00000131873,25,27.72
ENSG00000131876,19.76,21.84
ENSG00000131885,25.05,24.34
ENSG00000131899,23.25,23.02
ENSG00000131910,23.42,30.81
ENSG00000131914,19.64,33.14
ENSG00000131931,22.57,22.92
ENSG00000131943,22.37,21.87
ENSG00000131944,23.31,27.21
ENSG00000131966,20.84,19.94
ENSG00000131969,32.57,26
ENSG00000131979,22.54,25.47
ENSG00000131981,18.17,21.26
ENSG00000132000,26.37,26.39
ENSG00000132002,19.45,20.08
ENSG00000132003,22.87,24.19
ENSG00000132004,22.78,24.04
ENSG00000132005,23.08,23.73
ENSG00000132010,25.13,27.08
ENSG00000132016,25.34,26.35
ENSG00000132017,20.7,22.35
ENSG00000132024,22.09,22.23
ENSG00000132026,30.12,29.89
ENSG00000132031,21.24,24.61
ENSG00000132109,24.27,25.78
ENSG00000132122,23.71,23.27
ENSG00000132128,28.69,26.86
ENSG00000132130,26.8,22.27
ENSG00000132139,32.67,29.98
ENSG00000132141,26.96,25.9
ENSG00000132142,21.48,22.58
ENSG00000132153,20.26,20.36
ENSG00000132155,20.16,21.15
ENSG00000132164,24.3,22.45
ENSG00000132170,22.15,23.17
ENSG00000132182,20.3,23.02
ENSG00000132185,23.63,29.26
ENSG00000132196,23.57,24.88
ENSG00000132199,21.3,23.17
ENSG00000132204,24.23,29.53
ENSG00000132205,26.52,26.94
ENSG00000132254,20.39,20.68
ENSG00000132256,22.86,25.47
ENSG00000132259,29.49,27.17
ENSG00000132274,23.81,23.57
ENSG00000132275,26.19,25.41
ENSG00000132286,20.88,21.43
ENSG00000132294,20.74,19.11
ENSG00000132297,25.94,29.63
ENSG00000132300,21.94,22.26
ENSG00000132305,19.13,20.52
ENSG00000132313,25.52,24.44
ENSG00000132321,26.54,23.2
ENSG00000132323,21.91,22.8
ENSG00000132326,23.01,22.87
ENSG00000132329,28.54,24.24
ENSG00000132330,24.07,25.23
ENSG00000132334,23.1,21.45
ENSG00000132341,16.96,18.71
ENSG00000132356,20.06,21.36
ENSG00000132357,24.59,26.01
ENSG00000132359,23.11,21.1
ENSG00000132361,21.33,22.36
ENSG00000132376,22.8,22.39
ENSG00000132382,20.26,21.89
ENSG00000132383,19.88,21.07
ENSG00000132386,19.45,21.03
ENSG00000132388,20.54,20.89
ENSG00000132394,21.44,22.71
ENSG00000132405,20.49,20.6
ENSG00000132406,21.59,21.95
ENSG00000132423,21.9,22.82
ENSG00000132424,19.02,19.6
ENSG00000132429,23.15,22.59
ENSG00000132432,18.96,21.81
ENSG00000132434,23.03,21.86
ENSG00000132436,22.03,23.9
ENSG00000132437,25.18,28.75
ENSG00000132446,35.73,0
ENSG00000132463,18.78,19.4
ENSG00000132464,26.78,34.18
ENSG00000132465,16.96,29.12
ENSG00000132466,20.23,20.41
ENSG00000132467,21.23,22.31
ENSG00000132470,22.05,21.79
ENSG00000132471,20.09,18.11
ENSG00000132475,18.29,19.01
ENSG00000132478,22.05,23.39
ENSG00000132481,21.37,22.08
ENSG00000132485,19.83,20.17
ENSG00000132507,25.92,31.76
ENSG00000132510,23.77,24.67
ENSG00000132514,31.83,29.97
ENSG00000132517,28.25,27.22
ENSG00000132518,30.59,31.51
ENSG00000132530,24.07,24.2
ENSG00000132535,22.15,18.07
ENSG00000132541,20.85,21
ENSG00000132549,21.09,21.67
ENSG00000132561,22.86,23.21
ENSG00000132563,22.88,19.49
ENSG00000132570,22.4,24.11
ENSG00000132581,21.06,21.45
ENSG00000132589,25.01,22.71
ENSG00000132591,20.43,21.27
ENSG00000132600,20.66,21.37
ENSG00000132603,26.61,30.08
ENSG00000132604,21.26,21.06
ENSG00000132612,20.39,20.26
ENSG00000132613,22.22,20.34
ENSG00000132622,24.79,24.52
ENSG00000132623,23.98,26.02
ENSG00000132631,34.16,32.57
ENSG00000132635,22.52,23.19
ENSG00000132639,25.15,14.1
ENSG00000132640,20.69,18.96
ENSG00000132646,18.23,22.11
ENSG00000132661,21.01,23.73
ENSG00000132664,22.27,22.19
ENSG00000132669,21.92,21.64
ENSG00000132670,21.02,20.45
ENSG00000132671,33.05,25.94
ENSG00000132676,19.26,20.85
ENSG00000132677,24.57,25.66
ENSG00000132680,19.84,21.5
ENSG00000132681,27.92,27.09
ENSG00000132688,20.08,22.19
ENSG00000132692,24.66,21.1
ENSG00000132693,34.39,30.72
ENSG00000132694,21.71,20.73
ENSG00000132698,23.18,27.68
ENSG00000132702,28.43,20.85
ENSG00000132703,33.07,34.88
ENSG00000132704,28.77,37.1
ENSG00000132716,21.44,22.42
ENSG00000132718,22.75,17.32
ENSG00000132744,27.51,27.12
ENSG00000132746,26.44,34.06
ENSG00000132749,23.81,27.44
ENSG00000132763,22.71,23.23
ENSG00000132768,21.81,23.62
ENSG00000132773,22.37,24.25
ENSG00000132780,23.18,24.21
ENSG00000132781,23.8,0
ENSG00000132792,20.27,21.65
ENSG00000132793,22.54,25.8
ENSG00000132801,28.3,30.63
ENSG00000132819,22.3,23.77
ENSG00000132821,27.19,21.61
ENSG00000132823,20.49,21.5
ENSG00000132824,19.56,19.47
ENSG00000132825,24.03,23.76
ENSG00000132837,25.16,25.45
ENSG00000132840,24.1,25.16
ENSG00000132842,20.01,21.71
ENSG00000132846,23.33,23.8
ENSG00000132849,22.29,20.48
ENSG00000132854,24.85,25.63
ENSG00000132855,28.22,40.28
ENSG00000132872,35.4,19.69
ENSG00000132874,32.13,30.47
ENSG00000132879,22.35,19.41
ENSG00000132881,23.31,24.07
